,Pair,RC,IRS,STS,VTS,RRS,SD,TD,Target
963,"(79, 100)",70,41.66666667,15,20,90,2,97,0
964,"(79, 101)",70,43.75,0,0,90,2,96,0
965,"(79, 102)",70,43.75,0,0,90,2,17,0
966,"(79, 103)",50,0,10,15,90,0,20,0
967,"(79, 104)",70,33.33333333,5,10,90,4,45,0
968,"(79, 105)",65,0,5,5,90,3,10,0
969,"(79, 106)",65,0,25,30,90,3,55,0
970,"(79, 107)",65,0,20,20,90,3,52,0
971,"(79, 108)",70,16.66666667,0,5,90,0,1,0
972,"(80, 81)",45,26.25,0,15,95,11,45,0
973,"(80, 82)",45,26.25,10,25,90,11,16,0
974,"(80, 83)",70,17.14285714,50,60,95,2,8,0
975,"(80, 84)",65,18.33333333,50,60,95,1,2,0
976,"(80, 85)",45,0,30,35,90,5,386,0
977,"(80, 86)",55,16.25,55,55,90,3,278,0
978,"(80, 87)",55,18.33333333,50,55,95,1,223,0
979,"(80, 88)",80,26.66666667,10,15,95,2,100,0
980,"(80, 89)",55,18.33333333,40,45,95,1,209,0
981,"(80, 90)",85,36.66666667,10,10,95,1,118,0
982,"(80, 91)",65,0,10,10,90,1,255,0
983,"(80, 92)",70,17.14285714,5,10,95,2,101,0
984,"(80, 93)",75,55,15,20,100,1,169,0
985,"(80, 94)",80,51.42857143,10,15,90,2,464,0
986,"(80, 95)",55,14.16666667,10,15,95,7,354,0
987,"(80, 96)",75,45,30,35,95,1,277,0
988,"(80, 97)",75,22.5,30,35,95,1,265,0
989,"(80, 98)",75,45,15,20,95,1,68,0
990,"(80, 99)",55,0,5,10,95,1,10,0
991,"(80, 100)",75,45,15,20,95,1,102,0
992,"(80, 101)",75,65,5,5,95,3,101,0
993,"(80, 102)",75,65,0,0,95,3,12,0
994,"(80, 103)",55,18.33333333,10,15,95,1,25,0
995,"(80, 104)",75,0,10,15,95,3,50,0
996,"(80, 105)",60,0,5,10,95,2,15,0
997,"(80, 106)",60,0,30,30,95,2,60,0
998,"(80, 107)",60,0,35,35,95,2,57,0
999,"(80, 108)",65,18.33333333,5,5,95,1,6,0
1000,"(81, 82)",100,100,45,50,85,0,29,1
1001,"(81, 83)",45,20.53571429,5,25,100,9,53,0
1002,"(81, 84)",40,11.45833333,5,25,100,10,43,0
1003,"(81, 85)",40,24.375,0,5,95,6,341,0
1004,"(81, 86)",40,0,0,10,95,8,233,0
1005,"(81, 87)",40,0,0,15,100,10,178,0
1006,"(81, 88)",35,0,5,5,100,13,55,0
1007,"(81, 89)",40,0,0,15,100,10,164,0
1008,"(81, 90)",30,11.45833333,0,10,100,10,73,0
1009,"(81, 91)",30,22.91666667,0,5,95,10,210,0
1010,"(81, 92)",45,0,5,5,100,9,56,0
1011,"(81, 93)",40,22.91666667,5,15,95,10,124,0
1012,"(81, 94)",45,41.07142857,0,5,95,9,419,0
1013,"(81, 95)",70,7.291666667,0,5,100,4,309,0
1014,"(81, 96)",40,31.25,0,10,100,12,232,0
1015,"(81, 97)",40,46.875,0,10,100,12,220,0
1016,"(81, 98)",30,15.625,5,10,100,12,23,0
1017,"(81, 99)",30,31.25,10,20,100,12,35,0
1018,"(81, 100)",30,15.625,10,15,100,12,57,0
1019,"(81, 101)",50,37.5,15,20,100,8,56,0
1020,"(81, 102)",50,28.125,20,25,100,8,57,0
1021,"(81, 103)",40,0,10,25,100,10,20,0
1022,"(81, 104)",30,28.125,5,10,100,14,5,0
1023,"(81, 105)",25,19.79166667,15,20,100,13,30,0
1024,"(81, 106)",25,19.79166667,10,15,100,13,15,0
1025,"(81, 107)",25,19.79166667,10,15,100,13,12,0
1026,"(81, 108)",30,22.91666667,5,15,100,10,39,0
1027,"(82, 83)",45,20.53571429,10,15,85,9,24,0
1028,"(82, 84)",40,11.45833333,15,25,85,10,14,0
1029,"(82, 85)",40,24.375,5,10,80,6,370,0
1030,"(82, 86)",40,0,0,10,80,8,262,0
1031,"(82, 87)",40,0,10,20,85,10,207,0
1032,"(82, 88)",35,0,5,5,85,13,84,0
1033,"(82, 89)",40,0,10,20,85,10,193,0
1034,"(82, 90)",30,11.45833333,10,15,85,10,102,0
1035,"(82, 91)",30,22.91666667,0,5,80,10,239,0
1036,"(82, 92)",45,0,0,5,85,9,85,0
1037,"(82, 93)",40,22.91666667,5,10,90,10,153,0
1038,"(82, 94)",45,41.07142857,0,5,90,9,448,0
1039,"(82, 95)",70,7.291666667,0,5,85,4,338,0
1040,"(82, 96)",40,31.25,0,5,85,12,261,0
1041,"(82, 97)",40,46.875,0,5,85,12,249,0
1042,"(82, 98)",30,15.625,0,5,85,12,52,0
1043,"(82, 99)",30,31.25,10,15,85,12,6,0
1044,"(82, 100)",30,15.625,0,5,85,12,86,0
1045,"(82, 101)",50,37.5,25,30,85,8,85,0
1046,"(82, 102)",50,28.125,20,25,85,8,28,0
1047,"(82, 103)",40,0,10,20,85,10,9,0
1048,"(82, 104)",30,28.125,10,15,85,14,34,0
1049,"(82, 105)",25,19.79166667,10,15,85,13,1,0
1050,"(82, 106)",25,19.79166667,10,20,85,13,44,0
1051,"(82, 107)",25,19.79166667,10,15,85,13,41,0
1052,"(82, 108)",30,22.91666667,10,20,85,10,10,0
1053,"(83, 84)",95,92.85714286,90,100,100,1,10,1
1054,"(83, 85)",55,12.14285714,30,35,95,3,394,0
1055,"(83, 86)",55,0,30,35,95,1,286,0
1056,"(83, 87)",75,15.47619048,35,35,100,1,231,0
1057,"(83, 88)",80,47.61904762,5,10,100,4,108,0
1058,"(83, 89)",75,15.47619048,40,40,100,1,217,0
1059,"(83, 90)",65,0,5,10,100,1,126,0
1060,"(83, 91)",75,0,5,10,95,1,263,0
1061,"(83, 92)",70,28.57142857,0,10,100,0,109,0
1062,"(83, 93)",65,0,25,30,95,1,177,0
1063,"(83, 94)",80,42.85714286,5,10,95,0,472,0
1064,"(83, 95)",75,33.92857143,5,10,100,5,362,0
1065,"(83, 96)",65,0,25,30,100,3,285,0
1066,"(83, 97)",65,19.64285714,25,30,100,3,273,0
1067,"(83, 98)",75,58.92857143,15,20,100,3,76,0
1068,"(83, 99)",65,19.64285714,5,10,100,3,18,0
1069,"(83, 100)",75,58.92857143,10,15,100,3,110,0
1070,"(83, 101)",85,26.78571429,40,40,100,1,109,0
1071,"(83, 102)",85,40.17857143,35,35,100,1,4,0
1072,"(83, 103)",75,15.47619048,15,25,100,1,33,0
1073,"(83, 104)",75,32.14285714,10,10,100,5,58,0
1074,"(83, 105)",60,0,10,10,100,4,23,0
1075,"(83, 106)",60,0,35,40,100,4,68,0
1076,"(83, 107)",60,0,30,35,100,4,65,0
1077,"(83, 108)",55,15.47619048,5,10,100,1,14,0
1078,"(84, 85)",60,13.33333333,25,30,95,4,384,0
1079,"(84, 86)",50,0,25,30,95,2,276,0
1080,"(84, 87)",70,16.66666667,35,40,100,0,221,0
1081,"(84, 88)",75,50,5,10,100,3,98,0
1082,"(84, 89)",70,16.66666667,35,40,100,0,207,0
1083,"(84, 90)",60,0,5,10,100,0,116,0
1084,"(84, 91)",70,0,5,10,95,0,253,0
1085,"(84, 92)",65,30.95238095,0,10,100,1,99,0
1086,"(84, 93)",60,0,25,30,95,0,167,0
1087,"(84, 94)",75,30.95238095,5,10,95,1,462,0
1088,"(84, 95)",70,37.5,5,10,100,6,352,0
1089,"(84, 96)",60,0,25,30,100,2,275,0
1090,"(84, 97)",60,0,25,30,100,2,263,0
1091,"(84, 98)",80,62.5,15,20,100,2,66,0
1092,"(84, 99)",70,20.83333333,15,15,100,2,8,0
1093,"(84, 100)",80,62.5,15,20,100,2,100,0
1094,"(84, 101)",80,29.16666667,40,40,100,2,99,0
1095,"(84, 102)",80,43.75,35,35,100,2,14,0
1096,"(84, 103)",70,16.66666667,15,25,100,0,23,0
1097,"(84, 104)",70,0,10,15,100,4,48,0
1098,"(84, 105)",65,0,15,10,100,3,13,0
1099,"(84, 106)",65,0,40,45,100,3,58,0
1100,"(84, 107)",65,0,35,40,100,3,55,0
1101,"(84, 108)",60,16.66666667,10,10,100,0,4,0
1102,"(85, 86)",80,45,55,60,100,2,108,1
1103,"(85, 87)",70,13.33333333,30,30,95,4,163,0
1104,"(85, 88)",35,0,30,30,95,7,286,0
1105,"(85, 89)",70,13.33333333,35,40,95,4,177,0
1106,"(85, 90)",50,13.33333333,0,0,95,4,268,0
1107,"(85, 91)",60,40,25,30,90,4,131,0
1108,"(85, 92)",45,12.14285714,0,0,95,3,285,0
1109,"(85, 93)",60,26.66666667,20,20,90,4,217,0
1110,"(85, 94)",55,12.14285714,20,25,90,3,78,0
1111,"(85, 95)",60,0,20,25,95,2,32,0
1112,"(85, 96)",50,17.5,20,25,95,6,109,0
1113,"(85, 97)",50,17.5,25,30,95,6,121,0
1114,"(85, 98)",60,0,25,30,95,6,318,0
1115,"(85, 99)",60,52.5,0,0,95,6,376,0
1116,"(85, 100)",60,0,30,35,95,6,284,0
1117,"(85, 101)",50,22.5,0,0,95,2,285,0
1118,"(85, 102)",50,11.25,0,0,95,2,398,0
1119,"(85, 103)",70,0,5,10,95,4,361,0
1120,"(85, 104)",50,0,10,15,95,8,336,0
1121,"(85, 105)",55,43.33333333,0,0,95,7,371,0
1122,"(85, 106)",55,43.33333333,10,10,95,7,326,0
1123,"(85, 107)",55,43.33333333,15,15,95,7,329,0
1124,"(85, 108)",50,26.66666667,0,0,95,4,380,0
1125,"(86, 87)",80,58.33333333,45,45,95,2,55,0
1126,"(86, 88)",55,0,25,30,95,5,178,0
1127,"(86, 89)",80,58.33333333,55,55,95,2,69,0
1128,"(86, 90)",70,29.16666667,5,10,95,2,160,0
1129,"(86, 91)",70,14.58333333,10,15,90,2,23,0
1130,"(86, 92)",55,13.39285714,10,15,95,1,177,0
1131,"(86, 93)",70,29.16666667,15,20,90,2,109,0
1132,"(86, 94)",65,0,20,25,90,1,186,0
1133,"(86, 95)",60,0,20,25,95,4,76,0
1134,"(86, 96)",60,18.75,20,25,95,4,1,0
1135,"(86, 97)",60,0,20,25,95,4,13,0
1136,"(86, 98)",60,0,25,35,95,4,210,0
1137,"(86, 99)",70,18.75,15,10,95,4,268,0
1138,"(86, 100)",60,0,25,35,95,4,176,0
1139,"(86, 101)",50,12.5,0,0,95,0,177,0
1140,"(86, 102)",50,12.5,0,0,95,0,290,0
1141,"(86, 103)",80,43.75,20,20,95,2,253,0
1142,"(86, 104)",70,31.25,25,30,95,6,228,0
1143,"(86, 105)",65,22.91666667,10,10,95,5,263,0
1144,"(86, 106)",65,22.91666667,10,10,95,5,218,0
1145,"(86, 107)",65,22.91666667,15,15,95,5,221,0
1146,"(86, 108)",40,0,5,5,95,2,272,0
1147,"(87, 88)",65,0,15,20,100,3,123,0
1148,"(87, 89)",100,100,90,90,100,0,14,1
1149,"(87, 90)",60,33.33333333,0,0,100,0,105,0
1150,"(87, 91)",60,16.66666667,15,10,95,0,32,0
1151,"(87, 92)",65,0,5,15,100,1,122,0
1152,"(87, 93)",70,33.33333333,5,10,95,0,54,0
1153,"(87, 94)",65,0,15,20,95,1,241,0
1154,"(87, 95)",70,12.5,15,15,100,6,131,0
1155,"(87, 96)",70,20.83333333,10,15,100,2,54,0
1156,"(87, 97)",70,0,10,15,100,2,42,0
1157,"(87, 98)",70,20.83333333,20,25,100,2,155,0
1158,"(87, 99)",80,20.83333333,0,10,100,2,213,0
1159,"(87, 100)",70,20.83333333,20,25,100,2,121,0
1160,"(87, 101)",70,14.58333333,0,0,100,2,122,0
1161,"(87, 102)",70,29.16666667,0,0,100,2,235,0
1162,"(87, 103)",100,66.66666667,45,45,100,0,198,0
1163,"(87, 104)",80,33.33333333,15,25,100,4,173,0
1164,"(87, 105)",75,25,0,5,100,3,208,0
1165,"(87, 106)",75,25,20,20,100,3,163,0
1166,"(87, 107)",75,25,15,15,100,3,166,0
1167,"(87, 108)",50,0,0,0,100,0,217,0
1168,"(88, 89)",65,0,20,25,100,3,109,0
1169,"(88, 90)",75,0,0,0,100,3,18,0
1170,"(88, 91)",75,25,20,20,95,3,155,0
1171,"(88, 92)",70,47.61904762,0,10,100,4,1,0
1172,"(88, 93)",65,0,25,25,95,3,69,0
1173,"(88, 94)",80,23.80952381,35,40,95,4,364,0
1174,"(88, 95)",55,20.83333333,35,45,100,9,254,0
1175,"(88, 96)",75,0,55,70,100,1,177,0
1176,"(88, 97)",75,0,55,70,100,1,165,0
1177,"(88, 98)",75,29.16666667,60,75,100,1,32,0
1178,"(88, 99)",65,0,5,5,100,1,90,0
1179,"(88, 100)",75,29.16666667,55,70,100,1,2,0
1180,"(88, 101)",75,22.91666667,0,0,100,5,1,0
1181,"(88, 102)",75,22.91666667,0,0,100,5,112,0
1182,"(88, 103)",65,0,0,5,100,3,75,0
1183,"(88, 104)",85,0,5,10,100,1,50,0
1184,"(88, 105)",70,0,5,0,100,0,85,0
1185,"(88, 106)",70,0,10,10,100,0,40,0
1186,"(88, 107)",70,0,10,10,100,0,43,0
1187,"(88, 108)",65,25,5,0,100,3,94,0
1188,"(89, 90)",60,33.33333333,0,0,100,0,91,0
1189,"(89, 91)",60,16.66666667,15,10,95,0,46,0
1190,"(89, 92)",65,0,5,15,100,1,108,0
1191,"(89, 93)",70,33.33333333,5,10,95,0,40,0
1192,"(89, 94)",65,0,20,20,95,1,255,0
1193,"(89, 95)",70,12.5,20,20,100,6,145,0
1194,"(89, 96)",70,20.83333333,10,15,100,2,68,0
1195,"(89, 97)",70,0,15,20,100,2,56,0
1196,"(89, 98)",70,20.83333333,20,25,100,2,141,0
1197,"(89, 99)",80,20.83333333,0,10,100,2,199,0
1198,"(89, 100)",70,20.83333333,20,25,100,2,107,0
1199,"(89, 101)",70,14.58333333,0,0,100,2,108,0
1200,"(89, 102)",70,29.16666667,0,0,100,2,221,0
1201,"(89, 103)",100,66.66666667,50,55,100,0,184,0
1202,"(89, 104)",80,33.33333333,20,30,100,4,159,0
1203,"(89, 105)",75,25,0,5,100,3,194,0
1204,"(89, 106)",75,25,25,25,100,3,149,0
1205,"(89, 107)",75,25,20,20,100,3,152,0
1206,"(89, 108)",50,0,0,0,100,0,203,0
1207,"(90, 91)",70,16.66666667,0,0,95,0,137,0
1208,"(90, 92)",65,15.47619048,25,40,100,1,17,0
1209,"(90, 93)",70,50,0,0,95,0,51,0
1210,"(90, 94)",75,15.47619048,0,0,95,1,346,0
1211,"(90, 95)",50,12.5,0,0,100,6,236,0
1212,"(90, 96)",70,41.66666667,0,0,100,2,159,0
1213,"(90, 97)",70,20.83333333,0,0,100,2,147,0
1214,"(90, 98)",80,20.83333333,0,0,100,2,50,0
1215,"(90, 99)",60,20.83333333,20,25,100,2,108,0
1216,"(90, 100)",80,20.83333333,0,0,100,2,16,0
1217,"(90, 101)",70,14.58333333,15,20,100,2,17,0
1218,"(90, 102)",70,14.58333333,15,20,100,2,130,0
1219,"(90, 103)",60,16.66666667,0,5,100,0,93,0
1220,"(90, 104)",70,0,20,25,100,4,68,0
1221,"(90, 105)",65,25,15,30,100,3,103,0
1222,"(90, 106)",65,25,5,10,100,3,58,0
1223,"(90, 107)",65,25,5,10,100,3,61,0
1224,"(90, 108)",50,0,35,60,100,0,112,0
1225,"(91, 92)",75,15.47619048,0,5,95,1,154,0
1226,"(91, 93)",70,16.66666667,5,10,90,0,86,0
1227,"(91, 94)",75,15.47619048,25,30,90,1,209,0
1228,"(91, 95)",60,0,20,35,95,6,99,0
1229,"(91, 96)",60,0,5,5,95,2,22,0
1230,"(91, 97)",60,0,5,5,95,2,10,0
1231,"(91, 98)",60,0,10,10,95,2,187,0
1232,"(91, 99)",60,20.83333333,0,0,95,2,245,0
1233,"(91, 100)",60,0,5,5,95,2,153,0
1234,"(91, 101)",70,14.58333333,0,0,95,2,154,0
1235,"(91, 102)",70,14.58333333,0,0,95,2,267,0
1236,"(91, 103)",60,0,0,0,95,0,230,0
1237,"(91, 104)",70,0,10,5,95,4,205,0
1238,"(91, 105)",65,25,0,0,95,3,240,0
1239,"(91, 106)",65,25,0,0,95,3,195,0
1240,"(91, 107)",65,25,0,0,95,3,198,0
1241,"(91, 108)",50,0,0,0,95,0,249,0
1242,"(92, 93)",75,30.95238095,0,10,95,1,68,0
1243,"(92, 94)",70,28.57142857,0,5,95,0,363,0
1244,"(92, 95)",75,11.30952381,0,5,100,5,253,0
1245,"(92, 96)",65,19.64285714,0,10,100,3,176,0
1246,"(92, 97)",65,19.64285714,0,10,100,3,164,0
1247,"(92, 98)",55,19.64285714,0,10,100,3,33,0
1248,"(92, 99)",65,0,20,20,100,3,91,0
1249,"(92, 100)",55,19.64285714,0,10,100,3,1,0
1250,"(92, 101)",75,26.78571429,10,10,100,1,0,0
1251,"(92, 102)",75,26.78571429,20,15,100,1,113,0
1252,"(92, 103)",65,15.47619048,5,10,100,1,76,0
1253,"(92, 104)",65,0,20,15,100,5,51,0
1254,"(92, 105)",70,0,15,35,100,4,86,0
1255,"(92, 106)",70,0,5,35,100,4,41,0
1256,"(92, 107)",70,0,5,35,100,4,44,0
1257,"(92, 108)",55,0,25,35,100,1,95,0
1258,"(93, 94)",85,46.42857143,25,30,90,1,295,0
1259,"(93, 95)",60,0,20,30,95,6,185,0
1260,"(93, 96)",80,62.5,30,35,95,2,108,0
1261,"(93, 97)",80,41.66666667,30,35,95,2,96,0
1262,"(93, 98)",70,20.83333333,45,50,95,2,101,0
1263,"(93, 99)",80,41.66666667,10,10,95,2,159,0
1264,"(93, 100)",70,20.83333333,45,50,95,2,67,0
1265,"(93, 101)",70,43.75,15,15,95,2,68,0
1266,"(93, 102)",70,43.75,15,15,95,2,181,0
1267,"(93, 103)",70,16.66666667,0,5,95,0,144,0
1268,"(93, 104)",70,0,5,10,95,4,119,0
1269,"(93, 105)",85,50,10,10,95,3,154,0
1270,"(93, 106)",85,50,20,20,95,3,109,0
1271,"(93, 107)",85,50,25,25,95,3,112,0
1272,"(93, 108)",70,16.66666667,0,0,95,0,163,0
1273,"(94, 95)",65,11.30952381,50,70,95,5,110,0
1274,"(94, 96)",65,19.64285714,10,15,95,3,187,0
1275,"(94, 97)",65,39.28571429,10,15,95,3,199,0
1276,"(94, 98)",75,58.92857143,25,30,95,3,396,0
1277,"(94, 99)",65,19.64285714,0,0,95,3,454,0
1278,"(94, 100)",75,58.92857143,25,30,95,3,362,0
1279,"(94, 101)",85,66.96428571,0,0,95,1,363,0
1280,"(94, 102)",85,66.96428571,0,0,95,1,476,0
1281,"(94, 103)",65,15.47619048,0,5,95,1,439,0
1282,"(94, 104)",65,32.14285714,5,10,95,5,414,0
1283,"(94, 105)",70,23.80952381,0,0,95,4,449,0
1284,"(94, 106)",70,23.80952381,0,0,95,4,404,0
1285,"(94, 107)",70,23.80952381,0,0,95,4,407,0
1286,"(94, 108)",65,30.95238095,0,0,95,1,458,0
1287,"(95, 96)",50,0,5,15,100,8,77,0
1288,"(95, 97)",50,0,5,15,100,8,89,0
1289,"(95, 98)",50,33.33333333,20,30,100,8,286,0
1290,"(95, 99)",60,0,0,0,100,8,344,0
1291,"(95, 100)",50,33.33333333,20,30,100,8,252,0
1292,"(95, 101)",80,10.41666667,0,0,100,4,253,0
1293,"(95, 102)",80,20.83333333,0,0,100,4,366,0
1294,"(95, 103)",70,0,0,5,100,6,329,0
1295,"(95, 104)",50,0,5,5,100,10,304,0
1296,"(95, 105)",55,0,0,0,100,9,339,0
1297,"(95, 106)",55,0,0,0,100,9,294,0
1298,"(95, 107)",55,0,0,0,100,9,297,0
1299,"(95, 108)",50,12.5,0,0,100,6,348,0
1300,"(96, 97)",100,75,95,100,100,0,12,1
1301,"(96, 98)",80,25,35,45,100,0,209,0
1302,"(96, 99)",70,0,5,10,100,0,267,0
1303,"(96, 100)",80,25,30,35,100,0,175,0
1304,"(96, 101)",60,37.5,15,15,100,4,176,0
1305,"(96, 102)",60,18.75,15,15,100,4,289,0
1306,"(96, 103)",70,20.83333333,10,15,100,2,252,0
1307,"(96, 104)",80,0,10,15,100,2,227,0
1308,"(96, 105)",75,0,5,10,100,1,262,0
1309,"(96, 106)",75,0,25,25,100,1,217,0
1310,"(96, 107)",75,0,30,30,100,1,220,0
1311,"(96, 108)",60,0,0,0,100,2,271,0
1312,"(97, 98)",80,25,35,45,100,0,197,0
1313,"(97, 99)",70,0,0,5,100,0,255,0
1314,"(97, 100)",80,25,35,40,100,0,163,0
1315,"(97, 101)",60,18.75,10,10,100,4,164,0
1316,"(97, 102)",60,0,10,10,100,4,277,0
1317,"(97, 103)",70,0,10,15,100,2,240,0
1318,"(97, 104)",80,37.5,10,15,100,2,215,0
1319,"(97, 105)",75,0,0,0,100,1,250,0
1320,"(97, 106)",75,0,25,25,100,1,205,0
1321,"(97, 107)",75,0,35,35,100,1,208,0
1322,"(97, 108)",60,0,0,0,100,2,259,0
1323,"(98, 99)",70,0,0,5,100,0,58,0
1324,"(98, 100)",100,100,95,95,100,0,34,1
1325,"(98, 101)",70,37.5,5,5,100,4,33,0
1326,"(98, 102)",70,56.25,5,5,100,4,80,0
1327,"(98, 103)",70,20.83333333,5,10,100,2,43,0
1328,"(98, 104)",70,0,10,15,100,2,18,0
1329,"(98, 105)",75,0,0,0,100,1,53,0
1330,"(98, 106)",75,0,15,15,100,1,8,0
1331,"(98, 107)",75,0,15,15,100,1,11,0
1332,"(98, 108)",60,20.83333333,0,0,100,2,62,0
1333,"(99, 100)",70,0,5,10,100,0,92,0
1334,"(99, 101)",60,18.75,20,25,100,4,91,0
1335,"(99, 102)",60,18.75,20,25,100,4,22,0
1336,"(99, 103)",80,0,10,30,100,2,15,0
1337,"(99, 104)",80,0,10,20,100,2,40,0
1338,"(99, 105)",95,87.5,90,75,100,1,5,1
1339,"(99, 106)",95,87.5,15,25,100,1,50,0
1340,"(99, 107)",95,87.5,15,25,100,1,47,0
1341,"(99, 108)",70,41.66666667,50,30,100,2,4,0
1342,"(100, 101)",70,37.5,10,10,100,4,1,0
1343,"(100, 102)",70,56.25,10,10,100,4,114,0
1344,"(100, 103)",70,20.83333333,10,15,100,2,77,0
1345,"(100, 104)",70,0,10,15,100,2,52,0
1346,"(100, 105)",75,0,10,10,100,1,87,0
1347,"(100, 106)",75,0,15,15,100,1,42,0
1348,"(100, 107)",75,0,15,15,100,1,45,0
1349,"(100, 108)",60,20.83333333,0,0,100,2,96,0
1350,"(101, 102)",100,87.5,95,95,100,0,113,1
1351,"(101, 103)",70,29.16666667,25,25,100,2,76,0
1352,"(101, 104)",60,0,30,30,100,6,51,0
1353,"(101, 105)",65,22.91666667,20,25,100,5,86,0
1354,"(101, 106)",65,22.91666667,20,25,100,5,41,0
1355,"(101, 107)",65,22.91666667,20,30,100,5,44,0
1356,"(101, 108)",60,29.16666667,25,30,100,2,95,0
1357,"(102, 103)",70,29.16666667,25,25,100,2,37,0
1358,"(102, 104)",60,0,30,35,100,6,62,0
1359,"(102, 105)",65,22.91666667,20,25,100,5,27,0
1360,"(102, 106)",65,22.91666667,20,25,100,5,72,0
1361,"(102, 107)",65,22.91666667,20,25,100,5,69,0
1362,"(102, 108)",60,29.16666667,30,35,100,2,18,0
1363,"(103, 104)",80,33.33333333,40,60,100,4,25,1
1364,"(103, 105)",75,0,10,20,100,3,10,0
1365,"(103, 106)",75,0,25,30,100,3,35,0
1366,"(103, 107)",75,0,15,20,100,3,32,0
1367,"(103, 108)",50,0,0,5,100,0,19,0
1368,"(104, 105)",75,0,10,15,100,1,35,0
1369,"(104, 106)",75,0,10,15,100,1,10,0
1370,"(104, 107)",75,0,10,10,100,1,7,0
1371,"(104, 108)",60,0,5,15,100,4,44,0
1372,"(105, 106)",100,100,20,25,100,0,45,0
1373,"(105, 107)",100,100,20,25,100,0,42,0
1374,"(105, 108)",75,50,40,40,100,3,9,0
1375,"(106, 107)",100,100,95,95,100,0,3,1
1376,"(106, 108)",75,50,0,5,100,3,54,0
1377,"(107, 108)",75,50,0,0,100,3,51,0
